,Job Level,Units,Credit Scoring,Customer Onboarding,Product Recommendations,Product Pricing,KYC & AML,Contract Analysis,Content Reviews,Trade Reconstruction,Investment Advisory,Portfolio Construction,Asset Valuation,Trade Execution,Dispute Management,Fraud Detection,Smart Surveillance,Model Risk Management,Operations Assistant,Account Reconciliations,Collections,Capital Optimization,Roles
351,7,Wealth,True,False,False,False,True,False,True,False,False,True,False,True,False,True,True,True,False,False,True,False,CRO
352,4,Portfolios,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,Director
353,6,Retail Banking,True,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True,False,True,False,True,SVP
354,5,Wealth,False,False,True,True,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,VP
355,5,Trading,True,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,Department Head
356,7,Back-office operations,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,CRO
357,5,Corporate Banking,True,False,True,False,True,False,False,False,True,True,False,True,False,True,True,True,True,False,True,True,Department Head
358,1,Back-office operations,False,True,False,True,True,True,False,True,False,False,False,True,True,True,True,False,True,True,False,True,Operations Executive
359,5,Trading,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,True,True,True,True,Department Head
360,2,Portfolios,True,False,True,True,True,True,False,True,True,False,False,False,True,False,False,False,True,True,True,True,Process Owner
361,6,Portfolios,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,SVP
362,7,Trading,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,CRO
363,7,Wealth,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,CRO
364,6,Trading,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,False,False,True,EVP
365,5,Wealth,False,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,VP
366,5,Portfolios,False,True,False,False,True,True,False,True,True,False,False,True,False,True,True,True,True,False,False,True,Department Head
367,7,Corporate Banking,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,True,True,CTO
368,3,Trading,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,Manager
369,5,Corp,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,Department Head
370,5,Corporate Banking,True,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,True,Department Head
371,2,Corp,False,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,Analyst
372,4,Back-office operations,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,Director
373,7,Back-office operations,False,False,True,True,False,False,False,False,True,True,True,False,True,False,True,True,False,True,True,True,CRO
374,2,Wealth,False,False,False,True,False,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,Process Owner
375,7,Trading,True,False,False,False,True,True,True,True,True,False,True,True,False,False,True,True,False,True,False,False,CRO
376,1,Corporate Banking,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,Operations Executive
377,3,Portfolios,True,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,Manager
378,3,Corporate Banking,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,Senior Analyst
379,3,Trading,False,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,True,True,True,False,Senior Analyst
380,6,Corporate Banking,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,EVP
381,2,Portfolios,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,Analyst
382,3,Wealth,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,Senior Analyst
383,2,Retail Banking,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,False,True,False,Team Lead
384,5,Retail Banking,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,Department Head
385,2,Corp,True,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,Analyst
386,1,Corporate Banking,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,Operations Executive
387,6,Retail Banking,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True,True,True,EVP
388,7,Retail Banking,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,CIO
389,1,Corp,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,Operations Executive
390,2,Back-office operations,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,Team Lead
391,1,Wealth,True,True,False,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,Operations Executive
392,7,Corporate Banking,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,CRO
393,4,Retail Banking,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,True,Director
394,7,Corporate Banking,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,CTO
395,5,Trading,False,False,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,VP
396,1,Retail Banking,False,True,False,True,True,True,True,False,True,False,False,True,True,True,True,False,True,False,True,False,Operations Executive
397,1,Retail Banking,True,False,True,False,False,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,Operations Executive
398,6,Corp,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,True,SVP
399,7,Trading,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,CTO
400,7,Back-office operations,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,CIO
401,1,Back-office operations,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,True,True,Operations Executive
402,1,Retail Banking,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,Operations Executive
403,3,Wealth,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,Manager
404,4,Trading,False,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,False,Director
405,5,Wealth,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,True,False,False,True,Department Head
406,6,Corporate Banking,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,EVP
407,1,Retail Banking,False,False,False,False,True,True,True,False,True,True,False,True,False,True,False,True,False,True,True,True,Operations Executive
408,2,Trading,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,Process Owner
409,2,Corp,False,True,True,True,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,Analyst
410,6,Portfolios,False,True,False,False,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,True,EVP
411,4,Corporate Banking,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,True,False,Director
412,6,Wealth,True,True,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,EVP
413,4,Portfolios,False,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,True,Director
414,5,Retail Banking,False,True,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,VP
415,7,Corp,False,False,True,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,False,CIO
416,1,Retail Banking,True,True,True,False,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,True,Operations Executive
417,5,Corp,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,Department Head
418,6,Portfolios,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,SVP
419,1,Trading,False,False,False,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,Operations Executive
420,5,Retail Banking,True,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,False,True,True,Department Head
421,3,Corporate Banking,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,Senior Analyst
422,6,Portfolios,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,EVP
423,6,Retail Banking,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,SVP
424,3,Trading,True,False,False,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,False,False,Senior Analyst
425,6,Retail Banking,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,EVP
426,4,Corp,True,False,True,True,False,False,True,False,True,False,False,False,True,True,True,True,True,False,True,False,Director
427,5,Back-office operations,False,False,False,False,True,True,True,False,False,True,True,False,True,True,True,True,False,True,True,True,VP
428,7,Corp,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,CRO
429,3,Corp,False,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,Senior Analyst
430,6,Corporate Banking,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,SVP
431,4,Corp,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,False,False,True,False,True,Director
432,1,Trading,True,True,True,True,False,True,True,True,False,False,True,False,False,False,True,True,True,True,False,True,Operations Executive
433,1,Corp,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,Operations Executive
434,1,Retail Banking,False,True,False,True,True,False,True,True,True,False,False,True,True,True,True,False,False,False,True,False,Operations Executive
435,3,Wealth,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,Senior Analyst
436,1,Back-office operations,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,Operations Executive
437,5,Wealth,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,True,True,False,False,Department Head
438,6,Portfolios,True,False,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,False,True,False,EVP
439,4,Trading,False,False,False,True,True,True,False,False,True,True,True,True,True,False,False,False,True,True,True,False,Director
440,7,Retail Banking,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,False,False,CRO
441,5,Retail Banking,False,True,True,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,False,True,VP
442,2,Back-office operations,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,Analyst
443,1,Back-office operations,False,False,True,True,True,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False,Operations Executive
444,5,Trading,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,True,VP
445,6,Corp,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True,SVP
446,5,Wealth,False,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,False,False,Department Head
447,7,Back-office operations,False,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,False,False,True,True,CRO
448,7,Wealth,False,False,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,CTO
449,4,Corporate Banking,False,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,Director
450,6,Retail Banking,True,False,True,False,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,EVP
451,2,Back-office operations,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,False,False,True,Team Lead
452,3,Portfolios,True,False,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True,True,True,Senior Analyst
453,1,Portfolios,False,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,False,True,True,True,Operations Executive
454,4,Retail Banking,False,True,True,False,True,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False,Director
455,4,Corp,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,Director
456,2,Back-office operations,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,Analyst
457,5,Wealth,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,Department Head
458,5,Wealth,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,Department Head
459,4,Retail Banking,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,Director
460,6,Back-office operations,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,SVP
461,2,Corporate Banking,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,Process Owner
462,3,Corporate Banking,True,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,True,False,True,False,Senior Analyst
463,5,Corp,False,True,False,False,True,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,VP
464,2,Back-office operations,True,False,False,False,True,True,False,True,True,False,False,True,True,False,True,False,True,True,False,True,Process Owner
465,7,Retail Banking,True,True,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,False,True,CRO
466,7,Corp,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,CIO
467,5,Corporate Banking,False,True,True,False,True,True,False,False,True,False,True,False,True,True,True,False,True,False,True,True,VP
468,3,Trading,True,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,Manager
469,4,Retail Banking,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,True,Director
470,7,Corporate Banking,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,True,True,False,CRO
471,7,Corp,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,CRO
472,6,Corp,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,SVP
473,2,Back-office operations,True,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,True,Team Lead
474,4,Portfolios,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,Director
475,7,Retail Banking,True,False,True,False,True,True,False,False,False,True,False,True,True,True,True,True,False,False,False,True,CTO
476,6,Retail Banking,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False,True,EVP
477,5,Wealth,False,True,True,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,Department Head
478,5,Wealth,True,False,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,Department Head
479,6,Wealth,False,True,True,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,EVP
480,1,Portfolios,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,False,False,False,Operations Executive
481,5,Trading,True,False,False,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,Department Head
482,6,Back-office operations,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,SVP
483,3,Portfolios,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,True,True,Senior Analyst
484,5,Back-office operations,True,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,VP
485,4,Corp,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,Director
486,4,Back-office operations,False,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,Director
487,5,Corp,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,Department Head
488,5,Portfolios,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,True,True,VP
489,2,Trading,True,False,False,True,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,Process Owner
490,1,Portfolios,True,False,True,False,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,False,Operations Executive
491,4,Wealth,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,Director
492,5,Portfolios,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,VP
493,3,Corporate Banking,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,Senior Analyst
494,7,Wealth,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,CIO
495,5,Wealth,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,False,False,True,False,True,VP
496,4,Wealth,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,True,True,False,True,True,Director
497,6,Back-office operations,True,True,False,False,True,False,True,False,False,False,True,True,True,False,True,True,False,False,True,True,EVP
498,6,Corp,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,EVP
499,5,Corporate Banking,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,False,True,False,True,True,VP
500,3,Portfolios,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,Senior Analyst
501,5,Retail Banking,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,Department Head
502,2,Retail Banking,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,True,True,Analyst
503,3,Retail Banking,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,Senior Analyst
504,2,Corp,False,True,True,True,False,True,True,False,True,False,False,True,True,True,True,True,False,False,True,False,Team Lead
505,5,Corp,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,VP
506,3,Back-office operations,False,True,False,True,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,Manager
507,5,Portfolios,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,True,Department Head
508,7,Trading,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,CRO
509,1,Portfolios,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,Operations Executive
510,5,Corp,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,True,True,False,VP
511,6,Back-office operations,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,False,False,True,False,False,EVP
512,2,Corporate Banking,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,False,True,Process Owner
513,1,Trading,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True,Operations Executive
514,7,Corporate Banking,False,True,False,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,False,False,CIO
515,3,Trading,True,True,False,True,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,Manager
516,1,Corporate Banking,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True,False,True,Operations Executive
517,2,Trading,True,False,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,Process Owner
518,6,Back-office operations,False,True,True,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,SVP
519,3,Corp,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True,True,Senior Analyst
520,2,Corp,True,True,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,Analyst
521,4,Portfolios,False,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,True,False,Director
522,3,Wealth,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,Manager
523,2,Corp,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,True,True,False,False,Analyst
524,2,Back-office operations,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True,False,True,False,True,Analyst
525,2,Corp,False,True,True,True,False,False,True,True,False,True,True,False,True,False,True,True,False,False,False,False,Analyst
526,1,Retail Banking,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,Operations Executive
527,2,Trading,False,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,False,False,True,True,Team Lead
528,5,Back-office operations,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,True,True,True,Department Head
529,6,Trading,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,SVP
530,4,Retail Banking,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,Director
531,6,Portfolios,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,EVP
532,2,Wealth,True,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,Process Owner
533,3,Corporate Banking,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,Senior Analyst
534,7,Corporate Banking,False,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,CIO
535,6,Portfolios,True,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,EVP
536,1,Trading,False,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,False,False,True,True,Operations Executive
537,5,Back-office operations,False,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,VP
538,3,Corporate Banking,False,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,False,Senior Analyst
539,4,Portfolios,True,False,False,True,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,True,Director
540,2,Trading,True,False,True,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,Analyst
541,2,Corp,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,False,True,False,Team Lead
542,6,Portfolios,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,EVP
543,2,Back-office operations,False,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,True,False,True,True,Process Owner
544,5,Wealth,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,False,True,Department Head
545,7,Trading,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,CIO
546,6,Retail Banking,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,SVP
547,7,Corporate Banking,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,True,True,CRO
548,2,Back-office operations,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,True,Process Owner
549,4,Wealth,False,True,True,False,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,Director
550,5,Trading,False,True,False,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False,Department Head
551,1,Portfolios,False,True,True,False,True,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,Operations Executive
552,7,Retail Banking,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,False,True,True,False,CTO
553,4,Wealth,False,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,True,False,Director
554,2,Trading,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,Process Owner
555,2,Wealth,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,Process Owner
556,5,Back-office operations,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,VP
557,2,Retail Banking,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False,Process Owner
558,2,Wealth,True,False,True,False,True,False,False,True,True,True,False,False,True,True,False,True,True,False,True,False,Team Lead
559,5,Back-office operations,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,Department Head
560,2,Portfolios,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,True,True,False,Process Owner
561,1,Trading,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,True,False,False,False,True,Operations Executive
562,1,Retail Banking,True,False,False,True,True,False,False,False,True,True,False,True,True,True,False,True,False,True,False,False,Operations Executive
563,3,Portfolios,False,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,True,True,False,Manager
564,1,Portfolios,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,Operations Executive
565,5,Trading,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,Department Head
566,6,Trading,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,SVP
567,7,Trading,False,False,True,False,True,True,True,False,True,True,False,False,True,False,False,True,False,True,False,True,CRO
568,6,Wealth,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,SVP
569,5,Portfolios,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,Department Head
570,4,Corporate Banking,False,False,False,True,False,True,False,True,True,True,False,False,False,True,True,True,False,False,False,False,Director
571,4,Back-office operations,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,Director
572,3,Back-office operations,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,Senior Analyst
573,7,Trading,True,False,True,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,True,False,CIO
574,7,Wealth,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,False,True,CTO
575,7,Portfolios,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,CRO
576,4,Corp,True,False,False,True,True,False,True,False,True,True,False,True,True,True,False,True,False,True,False,True,Director
577,5,Wealth,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,VP
578,7,Wealth,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,CRO
579,4,Corp,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,True,Director
580,3,Portfolios,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,Senior Analyst
581,1,Wealth,False,False,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,Operations Executive
582,7,Wealth,False,False,False,True,False,False,True,True,False,True,True,False,True,True,True,True,False,True,False,False,CRO
583,5,Corporate Banking,True,False,False,False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,True,True,VP
584,7,Portfolios,False,True,False,True,False,True,True,False,False,True,True,True,True,False,True,True,True,False,False,True,CRO
585,6,Wealth,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,EVP
586,5,Trading,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,Department Head
587,5,Wealth,True,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,True,True,False,True,Department Head
588,5,Wealth,False,True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,True,Department Head
589,2,Wealth,False,True,False,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,True,Team Lead
590,4,Retail Banking,False,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,Director
591,4,Back-office operations,False,True,True,False,True,False,True,True,False,True,False,True,False,True,True,True,False,True,True,False,Director
592,5,Back-office operations,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,True,True,VP
593,2,Wealth,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,Process Owner
594,2,Corp,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,Analyst
595,5,Retail Banking,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,Department Head
596,7,Trading,True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,CRO
597,2,Trading,True,False,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,Analyst
598,3,Corp,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,Senior Analyst
599,5,Portfolios,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,Department Head
600,2,Trading,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,True,Analyst
601,2,Corporate Banking,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,Analyst
602,4,Corp,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,True,False,Director
603,5,Wealth,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,VP
